UNIT_COST,CONSUMER_EXTRA_BENEFIT,BALANCEDEDMODE_ATTR,DISPLAY-RANK,BENEFITS_16,RECHARGENAME_ATTR,BENEFITS_11,BENEFITS_10,BENEFITS_13,BENEFITS_12,BENEFITS_15,BENEFITS_14,UP_SELL,DATAUSAGE_ATTR,WEB-SELLABLE,ManufacturerName,READ_MORE,PROMO_ID,ITEM_ID,CONSUMER_SUB_CATEGORY,PROMOTION_TITLE_2,WEB_EXCLUSIVE_BENEFIT,CGRP_START_RANGE,RECHARGE_SUBTYPE,CONSUMER_PRODUCT_DESCRIPTION,WEB-VALIDITY,ETOPUPTYPE_ATTR,CONSUMER_PRODUCT_CATEGORY,OPEN_MARKET_FLAG,PRODUCT-SUB-CATEGORY,HOMEPAGE_DISPLAY_RANK,ONLINE_RECHARGE_FLAG,PROMOTION_TITLE,AUTO_RECHARGE_FLAG,CROSS_SELL,ETOPUP_SUBTYPE,ROAMING_TYPE,CESS,PRODUCT-NAME,IS_HARMONIZED,VOUCHER_COUNT,VOICE_LINE_2,INTENT_TYPE,APP-SELLABLE,VOICE_LINE_1,DEVICETYPE_ATTR,CONSUMER_PROMOTION,SERVICEVALIDITY_ATTR,TALKTIME_ATTR,PRODUCT-RATING,CROSS_SELL_CAPTION,APP_EXCLUSIVE_BENEFIT,TARGETED_CAMPAIGN,PRODUCT-CATEGORY,SRSUBTYPE_ATTR,RECCID_ATTR,HOMEPAGE_DISPLAY_FLAG,RECHARGEID_ATTR,STATUS,SGST,DATA_LINE_2,UP_SELL_CAPTION,COUNTRY,DATA_LINE_1,VOUCHER_AMOUNT,VOICE_PACK_TYPE,NEO_GOLD_PROD_CAT,WEB_SUB_CATEGORY_2,RETAILER_PRODUCT_DESCRIPTION,SERVICE_VALIDITY,SMS_COUNT_ATTR,WEB-EXCLUSIVE,VALIDITY_ATTR,BENEFITS_1,BENEFITS_2,NETWORKTYPE_ATTR,CHANNEL_ATTR,STATECODE_ATTR,OFFERTYPE_ATTR,BENEFITS_5,BENEFITS_6,BENEFITS_3,CGST,BENEFITS_4,RETAILER_EXTRA_BENEFIT,BENEFITS_9,SMS_LINE_1,SMS_LINE_2,BENEFITS_7,BENEFITS_8,TALKTIME_LINE_1,TALKTIME_LINE_2,NEO-SELLABLE,TOPFIVE_ATTR,RETAILER_PROMOTION,GST,COMBO_TYPE_ATTR,VOUCHER_ENABLED,PRODUCT-MKT-DESC,ACCESSFEE_ATTR,validity_days,cost_per_day
339,,false,40,,Unlimited Calls + Data,,,,,,,,4096,1,ETOPUP,Unlimited Calls + 4GB Data + 600 SMS. Valid for 48 Days.,,MH_0014_339_MH_0014_339,,,,339,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",48 Days,Bonus card,,Y,,,Y,,0,,combo,,,VAS,Y,,Calls,,1,Truly Unlimited Calls,,,48 Days,0,,,,N#N,Voice,Unlimited,,Y,MH_0014_339,SUCCESS,,,,,4GB,,local+STD,,,Truly Unlimited Local & National Calls + 600 SMS,Y,,,48,,,,POWERHOUR,MH,truly unlimited calls~~4GB Data~~600 SMS,,,,,,,,600 SMS,,,,,,,,,51.71,voice+internet,,Unlimited Calls + 4GB Data + 600 SMS. Valid for 48 Days.,287.29,48.0,7.0625
199,,false,16,,Unlimited Calls + Data,,,,,,,,2048,1,ETOPUP,Get Unlimited Calls + 2GB Data + 300 SMS. Pack Validity - 28 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,,MH_0014_199_MH_0014_199,,,,199,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",28 Days,Bonus card,,Y,,,Y,Earlier ₹179 Pack,0,,combo,,,Truly Unlimited,Y,,Calls,IOIP/MNP,1,Truly Unlimited,,,28 Days,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_199,SUCCESS,,,,,2GB,,local+STD,FR_199,,Truly Unlimited Local & National Calls + 300 SMS. You can recharge with this plan and get the same benefits of the earlier Rs. 179 plan.,Y,,,28,,,,POWERHOUR,MH,truly unlimited calls#Earlier ₹179 pack,,,,,,,,300 SMS,,,,,,1,,,30.36,voice+internet,,Get Unlimited Calls + 2GB Data + 300 SMS. Pack Validity - 28 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,168.64,28.0,7.107142857142857
202,,FALSE,6,,202 OTT,,,"Vi Movies & TV Pro, Disney, Sony LIV~~Tv + mobile~~Disney+ Hotstar#Sony LIV#Fancode#Klikk#Chaupal#Manorama MAX#NammaFlix#PlayFlix#Distro TV#Shemaroo ME#Hungama#YuppTV#NexGTv#Pocket Films",,,,,5120,1,ETOPUP,"Watch Disney + Hotstar, SonyLIV, Fancode, Discovery, Aaj Tak,Manoramax & many more on TV & Mobile.Enjoy 13 OTT Apps + 400 TV Channels, subscribe to Vi Movies & TVApp. 5GB Add-On Data. Valid for 1 Month. No Service validity.",,MH_0014_202_MH_0014_202,,,,202,,"Watch Disney + Hotstar, SonyLIV, Fancode, Discovery, Aaj Tak,Manoramax & many more on TV & Mobile.Enjoy 13 OTT Apps + 400 TV Channels, subscribe to Vi Movies & TVApp.",1 Month,,,Y,,3,Y,"ViMTV Pro - Disney+ Hotstar, Sony LIV�+ 12 OTTs",0,,,,,Data,Y,,,,1,,,,0,0,,,,N#N,Internet,,,Y,MH_0014_202,SUCCESS,,,,,5GB,,,,,"Watch Disney + Hotstar, SonyLIV, Fancode, Discovery, Aaj Tak,Manoramax & many more on TV & Mobile #Enjoy 13 OTT Apps + 400 TV Channels, subscribe to Vi Movies & TVApp.",N,,,1,,,,,MH,"13+ OTTs in one app~~no service validity#ViMTV Pro - Disney+ Hotstar, Sony LIV�+ 12 OTTs",,,,,,,,No Outgoing SMS,,,,,,,,,30.81,,,"Watch Disney + Hotstar, SonyLIV, Fancode, Discovery, Aaj Tak,Manoramax & many more on TV & Mobile.Enjoy 13 OTT Apps + 400 TV Channels, subscribe to Vi Movies & TVApp. 5GB Add-On Data. Valid for 1 Month. No Service validity.",171.19,28.0,7.214285714285714
189,,false,18,,Unlimited Calls + Data,,,,,,,,1024,1,ETOPUP,Get Unlimited Calls + 1GB Data + 300SMS. Pack Validity - 26 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,,MH_0014_189_MH_0014_189,,,,189,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",26 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,26 Days,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_189,SUCCESS,,,,,1GB,,local+STD,,,Get MORE for LESS! Enjoy Unlimited Local & National Calls + 1GB Data + 300 SMS for 26 days.,Y,,,26,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,300 SMS,,,,,,,,,28.83,voice+internet,,Get Unlimited Calls + 1GB Data + 300SMS. Pack Validity - 26 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,160.17,26.0,7.269230769230769
204,,false,1,,Combo 204,,,,,,,,500,1,ETOPUP,"Get Rs 204 Limitd Validity Talktime, calls at 2.5p/sec, 500 MB Data for 1 Month.",,MH_0014_204_MH_0014_204,,,,204,Talktime,"Call charges apply at 2.5p/sec. Post quota usage, data charges apply at 50p/MB",1 Month,Combo Recharge,,Y,,,Y,,0,,combo,,,Combo,Y,,,,1,,,,1 Month,204,,,,N#N,All-rounder packs,,,Y,MH_0014_204,SUCCESS,,,,,500 MB,,local+STD,,,"Call charges apply at 2.5p/sec. Post quota usage, data charges apply at 50p/MB",Y,,,1,,,,,MH,Rs 204 limited validity talktime~~No outgoing SMS,,,,,,,,,,,,₹ 204,Talktime,,,,31.12,voice+internet,,"Get Rs 204 Limitd Validity Talktime, calls at 2.5p/sec, 500 MB Data for 1 Month.",172.88,28.0,7.285714285714286
179,,false,18,,Unlimited Calls + Data,,,,,,,,1024,1,ETOPUP,Get Unlimited Calls + 1GB Data + 300SMS. Pack Validity - 24 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,,MH_0014_179_MH_0014_179,,,,179,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",24 Days,Bonus card,,Y,,,Y,Revised Benefits,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,24 Days,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_179,SUCCESS,,,,,1GB,,local+STD,,,Get Unlimited Calls + 1GB Data + 300 SMS valid for 24 days. You can recharge with this plan instead of Rs. 155 plan,Y,,,24,,,,POWERHOUR,MH,truly unlimited calls#Revised Benefits,,,,,,,,300 SMS,,,,,,,,,27.31,voice+internet,,Get Unlimited Calls + 1GB Data + 300SMS. Pack Validity - 24 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,151.69,24.0,7.458333333333333
224,,false,2,,Plan Voucher,,,,,,,,4096,1,ETOPUP,Get Unlimited Calls + 4GB data for 30 Days. Data tariff post quota completion will be charged at 50p/MB,,MH_0014_224_MH_0014_224,Plan Voucher,,,224,Talktime,Get Unlimited Calls + 4GB data for 30 Days. Data Tarriff post quota completion will be charged at 50p/MB,30 Days,Plan Voucher,Others,Y,,,Y,,0,,,,,Plan Voucher,Y,,Calls,,1,Truly Unlimited,,,30 Days,0,,,,N#N,Plan Voucher,,,Y,MH_0014_224,SUCCESS,,,,,4GB,,,,,Get Unlimited Calls + 4GB data for 30 Days. Data Tarriff post quota completion will be charged at 50p/MB,Y,,,1,,,,,MH,,,,,,,,,,,,,,,,,,34.17,voice+internet,,Get Unlimited Calls + 4GB data for 30 Days. Data tariff post quota completion will be charged at 50p/MB,189.83,30.0,7.466666666666667
155,,false,18,,Unlimited Calls + Data,,,,,,,,1024,1,ETOPUP,Get Unlimited Calls + 1GB Data + 300SMS. Pack Validity - 20 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,,MH_0014_155_MH_0014_155,,,,155,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",20 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,20 Days,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_155,SUCCESS,,,,,1GB,,local+STD,,,Get 1GB + Unlimited Calls + 100 SMS/Day valid for 20 days. Recharge with this plan instead of Rs. 99 Combo Voucher and enjoy Unlimited calls.,Y,,,20,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,300 SMS,,,,,,,,,23.64,voice+internet,,Get Unlimited Calls + 1GB Data + 300SMS. Pack Validity - 20 Days. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,131.36,20.0,7.75
218,,false,19,,Unlimited Calls + Data,,,,,,,,3072,1,ETOPUP,Get Unlimited Calls + 3GB Data + 300 SMS. Pack Validity - 1 Month. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local / Re 1.5 STD per SMS.,,MH_0014_218_MH_0014_218,,,,218,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",1 Month,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,1 Month,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_218,SUCCESS,,,,,3GB,,local+STD,,,Truly Unlimited Local & National Calls + 300 SMS. You can recharge with this plan and get the same benefits of the earlier Rs. 195 plan.,Y,,,1,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,300 SMS,,,,,,,,,33.25,voice+internet,,Get Unlimited Calls + 3GB Data + 300 SMS. Pack Validity - 1 Month. Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local / Re 1.5 STD per SMS.,184.75,28.0,7.785714285714286
2997,,false,25,,IR 2997,,,,,,,,0,1,ETOPUP,Get FREE 125 Minutes Outgoing (Local + To India) and Incoming Calls + 1.5 GB Data when roaming abroad in 52 countries. Also get FREE 50 Minutes Outgoing (Local + To India) and Incoming Calls + 500 MB Data when roaming in other 51 countries. Pack valid for 365 days. T&C Apply,,MH_0014_2997_MH_0014_2997,Roaming,,,2997,,,365 Days,Roaming pack,Others,Y,International,,Y,International Roaming Pack,0,,,International,,Roaming,Y,,,,1,International Roaming,,,365 Days,0,,,,N#N,Roaming,,,Y,MH_0014_2997,SUCCESS,,,,,,,,,,"Get Free 125 minutes Outgoing (Local + call back home) & Incoming calls + 1.5GB Data while roaming in 31 countries; Also, Get Free 50 minutes Outgoing (Local + call back home) & Incoming calls + 0.5GB Data while roaming in 72 countries. Pack valid for 365 days ; OG International Calls at Standard Rates; Post quota OG/IC rates- Rs 10/min; Post quota Data rates - Rs 10/MB; SMS rates - Rs 15/SMS. To check country specific benefits, please visit International roaming section on Vi App or website.",Y,,,365,,,,,MH,,,,,,,,,,,,,,,,,,457.32,,,Get FREE 125 Minutes Outgoing (Local + To India) and Incoming Calls + 1.5 GB Data when roaming abroad in 52 countries. Also get FREE 50 Minutes Outgoing (Local + To India) and Incoming Calls + 500 MB Data when roaming in other 51 countries. Pack valid for 365 days. T&C Apply,2539.830508,365.0,8.210958904109589
232,,false,2,,Plan Voucher,,,,,,,,4096,1,ETOPUP,Get Unlimited Calls + 4GB data for 1 Month. Data tariff post quota completion will be charged at 50p/MB,,MH_0014_232_MH_0014_232,Plan Voucher,,,232,Talktime,Get Unlimited Calls + 4GB data for 1 Month. Data Tarriff post quota completion will be charged at 50p/MB,1 Month,Plan Voucher,Others,Y,,,Y,,0,,,,,Plan Voucher,Y,,Calls,,1,Truly Unlimited,,,1 Month,0,,,,N#N,Plan Voucher,,,Y,MH_0014_232,SUCCESS,,,,,4GB,,,,,Get Unlimited Calls + 4GB data for 1 Month. Data Tarriff post quota completion will be charged at 50p/MB,Y,,,1,,,,,MH,,,,,,,,,,,,,,,,,,35.39,voice+internet,,Get Unlimited Calls + 4GB data for 1 Month. Data tariff post quota completion will be charged at 50p/MB,196.61,28.0,8.285714285714286
488,,false,15,,Data 100GB,,,,,,,,102400,1,ETOPUP,100GB Data; Pack validity for 56 days.,,MH_0014_488_MH_0014_488,,,,488,Data,,56 Days,Internet pack,,Y,,,Y,,0,,,,,Data,Y,,,,1,,,,56 Days,0,,,,N#N,Internet,,,Y,MH_0014_488,SUCCESS,,,,,100GB,,,,,ADD-ON Data pack- 100 GB for 56 Days. You can recharge with this pack and get the same benefits of the earlier Rs. 418 pack,Y,,,56,,,4G,,MH,work from home offer~~no outgoing SMS,,,,,,,,,,,,,,,,,74.44,,,100GB Data; Pack validity for 56 days.,413.56,56.0,8.714285714285714
248,,FALSE,9,,248 OTT,,,"Vi Movies & TV Plus, Disney, Sony LIV~~Tv + mobile~~Disney+ Hotstar#ZEE5#Sony LIV#Fancode#Atrangi#Klikk#Chaupal#Manorama MAX#NammaFlix#PlayFlix#Distro TV#Shemaroo ME#Ullu#Hungama#YuppTV#NexGTv#Pocket Films",,,,,6144,1,ETOPUP,"Watch Disney + Hotstar, ZEE5, SonyLIV, Fancode,Playflix, Aaj Tak, Manoramax & many more on TV& Mobile. Enjoy 14+ OTT Apps, 400 TV Channels in one subscription with Vi Movies & TV Plus plan. Add-On 6GB Data. No service validity. Pack validity is 1 Month.",,MH_0014_248_MH_0014_248,,,,248,,,1 Month,,,Y,,,Y,"ViMTV Plus - Disney+ Hotstar, ZEE5�+ 15 OTTs",0,,,,,Data,Y,,,,1,,,,0,0,,,,N#N,Internet,,,Y,MH_0014_248,SUCCESS,,,,,6GB,,,,,"Watch Disney + Hotstar, ZEE5, SonyLIV, Fancode,Playflix, Aaj Tak, Manoramax & many more on TV& Mobile. Enjoy 14+ OTT Apps, 400 TV Channels in one subscription with Vi Movies & TV Plus plan. Add-On 6GB Data. No service validity. Pack validity is 1 Month.",N,,,1,,,,,MH,"17 OTTs in one app~~Watch on TV & Mobile~~No Service Validity#ViMTV Plus - Disney+ Hotstar, ZEE5�+ 15 OTTs",,,,,,,,No Outgoing SMS,,,,,,,,,37.83,,,"Watch Disney + Hotstar, ZEE5, SonyLIV, Fancode,Playflix, Aaj Tak, Manoramax & many more on TV& Mobile. Enjoy 14+ OTT Apps, 400 TV Channels in one subscription with Vi Movies & TV Plus plan. Add-On 6GB Data. No service validity. Pack validity is 1 Month.",210.17,28.0,8.857142857142858
3499,,false,9,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,560640,1,ETOPUP,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_3499_MH_0014_3499,,,,3499,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",365 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,365 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_3499,SUCCESS,,,,,1.5GB/Day,,local+STD,,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 2899 plan,Y,,,365,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,533.75,voice+internet,,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 180 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",2965.25,365.0,9.586301369863014
1749,,false,10,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,276480,1,ETOPUP,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 180 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_1749_MH_0014_1749,,,,1749,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",180 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,180 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_1749,SUCCESS,,,,,1.5GB/Day,,local+STD,,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 1449 plan,Y,,,180,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,266.80,voice+internet,,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 180 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",1482.20,180.0,9.716666666666667
98,,false,21,,Unlimited Calls + Data,,,,,,,,200,1,ETOPUP,Get Unlimited Calls + 200 MB Data. No Outgoing SMS. Standard tariff for SMS to 1900. Pack Validity - 10 Days. Data tariff post quota completion will be charged at 50p/MB,,MH_0014_98_MH_0014_98,,,,98,Talktime,,10 Days,Recharge,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,10 Days,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_98,SUCCESS,,,,,200 MB,,local+STD,,,Truly Unlimited Local & National Calls #No Outgoing SMS #Standard tariff for SMS to 1900,Y,,,10,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,No Outgoing SMS,,,,,,,,,14.95,voice+internet,,Get Unlimited Calls + 200 MB Data. No Outgoing SMS. Standard tariff for SMS to 1900. Pack Validity - 10 Days. Data tariff post quota completion will be charged at 50p/MB,83.05,10.0,9.8
3599,,false,8,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via Vi App",,,,747520,1,ETOPUP,"Get 2 GB/Day + Unlimited Calls + 100 SMS/Day valid for 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_3599_MH_0014_3599,,,,3599,Talktime,Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.,365 Days,Bonus card,,Y,,9,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,365 Days,0,,,,N#N,Unlimited,Unlimited_FD,,Y,MH_0014_3599,SUCCESS,,,,,2GB/Day,,local+STD,,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day,Y,,,365,,,,POWERHOUR,MH,truly unlimited calls~~Data usage pack,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,549.00,voice+internet,,"Get 2 GB/Day + Unlimited Calls + 100 SMS/Day valid for 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",3050.00,365.0,9.860273972602739
3699,,false,7,,Unlimited Calls + Data,"Get 1 year access to Disney+ Hotstar Mobile & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,747520,1,ETOPUP,"1yr Disney+ Hotstar Mobile subscription + 2 GB/Day + Unlimited Calls + 100 SMS/Day. Pack Validity - 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_3699_MH_0014_3699,,,,3699,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",365 Days,Bonus card,,Y,,,Y,Premium Pack - Includes Hotstar,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,365 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_3699,SUCCESS,,,,,2GB/Day,,local+STD,,,1yr Disney+ Hotstar Mobile subscription #Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 3099 plan.,Y,,,365,,,,POWERHOUR,MH,truly unlimited calls~~1 year of Disney + Hotstar mobile~~weekend data rollover#Premium Pack - Includes Hotstar,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,564.25,voice+internet,,"1yr Disney+ Hotstar Mobile subscription + 2 GB/Day + Unlimited Calls + 100 SMS/Day. Pack Validity - 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",3134.75,365.0,10.134246575342466
859,,false,1,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,129024,1,ETOPUP,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 84 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS",,MH_0014_859_MH_0014_859,,,,859,Talktime,Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.,84 Days,Bonus card,,Y,,7,Y,Extra 5GB Data for 3 days,0,,combo,,,Truly Unlimited,Y,,Calls,IOIP/MNP,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,84 Days,0,,,,Y#Y,Unlimited,Unlimited_DD,,Y,MH_0014_859,SUCCESS,,,,,1.5GB/Day,,local+STD,FR_859,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 719 plan.,Y,,,84,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover#Extra 5GB Data for 3 days,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,1,,,131.03,voice+internet,,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 84 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",727.97,84.0,10.226190476190476
